,in_degree,out_degree,betweenness,eigenvector,is_likely_promo
dartmouthdogs.bsky.social,1,1,0.0,2.88503499452406e-43,False
lottelydia.bsky.social,1,0,0.0,5.801307575073053e-61,False
lisalueylutes.bsky.social,1,0,0.0,5.801307575073053e-61,False
tomarmbruster.bsky.social,1,1,0.0,7.199050368084079e-50,False
karenkburrows.bsky.social,1,0,0.0,5.801307575073053e-61,False
cethanleahy.com,1,0,0.0,5.801307575073053e-61,False
acetennisfan1.bsky.social,1,1,0.0,7.407981666540018e-20,False
tjamesdobbin.bsky.social,1,0,0.0,5.801307575073053e-61,False
starmanani.bsky.social,1,1,0.0,2.88503499452406e-43,False
daviddaniel.bsky.social,1,1,0.0,7.199050368084079e-50,False
isaac32767.picknit.com,1,1,0.0,2.88503499452406e-43,False
digforfire.bsky.social,1,1,0.0,8.524486279596763e-27,False
zacharylesser.bsky.social,1,1,0.0,7.199050368084079e-50,False
komishits.bsky.social,1,1,0.0,7.199050368084079e-50,False
kaizhen.bsky.social,1,1,9.447401591638552e-05,1.6254178211403177e-27,False
shadda.bsky.social,1,1,0.0,7.785781976359629e-38,False
mattyb123.bsky.social,1,1,0.0,7.199050368084079e-50,False
2intheshinx.bsky.social,1,1,0.0,7.199050368084079e-50,False
dykehollander.bsky.social,1,1,0.0,7.199050368084079e-50,False
chronolynx.bsky.social,1,1,0.0,7.199050368084079e-50,False
27cansoftuna.bsky.social,1,1,0.0,7.199050368084079e-50,False
drdauwg.bsky.social,1,1,6.464011615331642e-05,2.8538326820805125e-28,False
dynode.eurosky.social,1,1,0.0,5.149241239056351e-32,False
ninejackals.bsky.social,1,1,0.0,7.199050368084079e-50,False
eddieprinceton.bsky.social,1,1,0.0,3.830412432106773e-15,False
1800000burn.hyper.wang,1,1,0.0,7.199050368084079e-50,False
sleepinggiantsbr.bsky.social,1,0,0.0,5.801307575073053e-61,False
eepybruh.bsky.social,1,1,0.0,3.8346295347538786e-20,False
4gr1d0c3.bsky.social,1,1,0.0,1.0508114831794153e-33,False
michaelmccarthy92.bsky.social,1,1,0.0,7.199050368084079e-50,False
disneyoldsters.dissky.com,1,1,0.0,2.88503499452406e-43,False
nicktyde.bsky.social,1,2,0.0,5.3507618065122584e-42,False
djksays.bsky.social,1,1,0.0,5.111711301769784e-46,False
aaubin.bsky.social,1,1,0.0,8.262392710593083e-29,False
dkub.dev,1,1,0.0,1.234575506027664e-22,False
mrsantiagus.bsky.social,1,1,0.0,8.90804698807943e-48,False
jedijoe.bsky.social,1,0,0.0,5.801307575073053e-61,False
aaronlara.bsky.social,1,1,0.0,3.745808233271622e-26,False
janicefilms.bsky.social,1,1,0.0,2.0968848815872294e-23,False
shanavwhite.blacksky.app,1,2,0.0,3.82212551062181e-38,False
luizhgomes.bsky.social,1,0,0.0,5.801307575073053e-61,False
doctordom.bsky.social,1,2,0.00013673870724740012,3.897318391449518e-20,False
8bithe.art,1,2,0.0,7.723861858584526e-32,False
7dreamondreamer.bsky.social,1,2,0.0,1.4335666031492491e-27,False
donnairl.bsky.social,1,2,0.0,5.3507618065122584e-42,False
rexs1gma.bsky.social,1,0,0.0,5.801307575073053e-61,False
daveyblahblah.bsky.social,1,0,0.0,5.801307575073053e-61,False
barrocoabsurdo.bsky.social,1,1,0.0,1.2329796839303591e-24,False
urban.bsky.social,1,1,3.0662619200932145e-05,1.9481303232001195e-20,False
coreyg2.bsky.social,1,1,0.0,8.90804698807943e-48,False
dangrey.bsky.social,1,2,0.0,7.36839301182062e-40,False
afishcalledwanda.bsky.social,1,1,0.0,7.199050368084079e-50,False
teapotrabbit.bsky.social,1,2,8.28719437863031e-07,9.959499306053932e-48,False
shnopsdejesus.bsky.social,1,1,0.0,7.199050368084079e-50,False
aftermark.bsky.social,1,1,2.651902201161699e-05,3.7164036444292143e-28,False
vidalporter.bsky.social,1,1,0.0,5.111711301769784e-46,False
alangrofield.bsky.social,1,1,0.0,4.138490062546669e-27,False
d2kemps.bsky.social,1,2,0.0,7.041004231137777e-41,False
mattbr.bsky.social,1,0,0.0,5.801307575073053e-61,False
aitchemcee283.bsky.social,1,2,0.0,5.3507618065122584e-42,False
euronews.com,1,0,0.0,5.801307575073053e-61,False
rattatatouille.bsky.social,1,1,5.138060514750792e-05,2.1321658112689907e-27,False
bpdreview.bsky.social,1,2,0.0,5.3507618065122584e-42,False
mgayultra.bsky.social,1,0,0.0,5.801307575073053e-61,False
avaonline.bsky.social,1,0,0.0,5.801307575073053e-61,False
cuntleyjune.bsky.social,1,1,0.0,5.111711301769783e-46,False
ahab.bsky.social,1,1,0.0,7.199050368084079e-50,False
starlady38.bsky.social,1,1,0.0,7.199050368084079e-50,False
aicdoesk.ink,1,2,0.0,2.121370442261914e-31,False
aishamcnamara.bsky.social,1,1,0.0,2.905576427565749e-19,False
fdefantasmas.bsky.social,1,1,0.0,7.199050368084079e-50,False
crowleyelworc.bsky.social,1,1,0.0,7.199050368084079e-50,False
ladygaganow.net,1,0,0.0,5.801307575073053e-61,False
dbauer09.bsky.social,1,1,0.0,8.178910458549915e-28,False
sulemiomercury.butchsky.social,1,1,0.0,1.6964530826972975e-44,False
danielsohege.bsky.social,1,1,7.458474940767279e-06,1.1648176735923963e-36,False
lewiru.bsky.social,1,0,0.0,8.482265413486488e-45,False
daresaypj.bsky.social,1,1,0.0,4.376553305760604e-25,False
danrather.bsky.social,1,1,0.0,8.90804698807943e-48,False
waningibbous.bsky.social,1,1,0.0,7.199050368084079e-50,False
maserrano.bsky.social,1,3,0.0,2.1016229663588306e-33,False
ooklah.bsky.social,1,0,0.0,5.801307575073053e-61,False
danwaterfield.bsky.social,1,1,0.0,1.3877933545807256e-25,False
squints.bsky.social,1,0,0.0,5.801307575073053e-61,False
rmuird.bsky.social,1,1,0.0,2.548083673747872e-38,False
conorsen.bsky.social,1,1,0.0,7.199050368084079e-50,False
davidstrathdee.bsky.social,1,1,0.0,6.821453455507891e-26,False
netodojo.bsky.social,1,0,0.0,5.801307575073053e-61,False
corey0michaels.bsky.social,1,2,0.0,5.745618648160159e-15,False
mrsbobhere.bsky.social,1,2,0.0,3.8221255106218074e-38,False
yaswinart.com.br,0,1,0.0,1.5850589432206978e-30,False
microveldt.bsky.social,0,1,0.0,1.3672576579622146e-15,False
mynameisryan.bsky.social,0,1,0.0,6.9941514612188835e-56,False
mrsivb.bsky.social,0,1,0.0,5.270842922123005e-26,False
obsidianwalker.bsky.social,0,1,0.0,5.270842922123005e-26,False
oldgirl54.bsky.social,0,1,0.0,5.801307575073053e-61,False
orangecoloredsky.bsky.social,0,1,0.0,1.52455785937511e-41,False
veleda-k.bsky.social,0,1,0.0,4.089455229274958e-28,False
millerfilm.bsky.social,0,1,0.0,5.801307575073053e-61,False
whodiss.bsky.social,0,1,0.0,1.5751021874228023e-49,False
zrau.bsky.social,0,1,0.0,4.885894029500461e-37,False
willbdoubtful.bsky.social,0,1,0.0,4.1626379054257633e-22,False
michaelraywilliams.bsky.social,0,1,0.0,1.4349557958237467e-16,False
mynameistyler.bsky.social,0,1,0.0,8.277142693921886e-23,False
orca19904.bsky.social,0,1,0.0,5.39928777606306e-50,False
midwestjeff.bsky.social,0,1,0.0,6.9941514612188835e-56,False
often.codes,0,1,0.0,5.270842922123005e-26,False
vaudindavid.bsky.social,0,1,0.0,5.801307575073053e-61,False
zerocrossing.bsky.social,0,1,0.0,3.3484317314174135e-46,False
oldhobbit.bsky.social,0,1,0.0,5.270842922123005e-26,False
val250263.bsky.social,0,2,0.0,7.882662829426863e-36,False
mightyzim.bsky.social,0,1,0.0,5.270842922123005e-26,False
mykel11.bsky.social,0,1,0.0,5.242159996099736e-30,False
zamyoculca.bsky.social,0,1,0.0,6.904478459967268e-48,False
veronicasam13.bsky.social,0,1,0.0,4.111082134368159e-26,False
mightymog.bsky.social,0,1,0.0,4.262243139798382e-27,False
wlwversion.bsky.social,0,1,0.0,4.454023494039715e-48,False
vaiamrda.bsky.social,0,1,0.0,4.704108020791251e-30,False
migbeaty.bsky.social,0,1,0.0,1.6067545770006078e-34,False
woahpenny.bsky.social,0,1,0.0,5.801307575073053e-61,False
mslonib.bsky.social,0,1,0.0,1.3672576579622146e-15,False
vanderdecken.bsky.social,0,1,0.0,2.4554748191579335e-34,False
vanlighet.bsky.social,0,1,0.0,1.3672576579622146e-15,False
yuweiquan.bsky.social,0,1,0.0,1.2261501466334546e-29,False
wingardiummleviosa.bsky.social,0,1,0.0,9.962914111315087e-24,False
mikal-el.com,0,1,0.0,5.801307575073053e-61,False
momojes.bsky.social,0,1,0.0,6.155309082072321e-48,False
vexed-patriarch.bsky.social,0,1,0.0,5.801307575073053e-61,False
nickhasthoughts.com,0,1,0.0,7.233580962041453e-26,False
mostlyteeth.bsky.social,0,1,0.0,6.930739114811846e-23,False
wesburdine.bsky.social,0,1,0.0,5.3055627725898286e-27,False
naturali.bsky.social,0,1,0.0,9.962914111315087e-24,False
yakuzajohn.bsky.social,0,1,0.0,2.1269184530376235e-39,False
whimsy.pikachannel.xyz,0,1,0.0,5.801307575073053e-61,False
missrori.bsky.social,0,2,9.94463325435637e-06,1.166881749193545e-37,False
mitchsn.bsky.social,0,1,0.0,9.962914111315087e-24,False
nealshepperson.bsky.social,0,1,0.0,3.1134399890457233e-38,False
mjwells.bsky.social,0,1,0.0,5.270842922123005e-26,False
mlh414.bsky.social,0,1,0.0,3.5671745376748376e-42,False
mmd11.bsky.social,0,1,0.0,4.454023494039715e-48,False
wayfarerone.bsky.social,0,1,0.0,1.3672576579622146e-15,False
y2skot.bsky.social,0,1,0.0,5.801307575073053e-61,False
newsandcoffee.bsky.social,0,1,0.0,1.928960546209376e-28,False
morecords.bsky.social,0,1,0.0,9.962914111315087e-24,False
wetasspword.bsky.social,0,1,0.0,3.3484317314174135e-46,False
xnrock.bsky.social,0,2,0.0,3.730042180459664e-43,False
monalisa1979.bsky.social,0,1,0.0,3.974649865596216e-31,False
xw8c.bsky.social,0,1,0.0,1.5643247770369894e-52,False
whenwillcarmen.bsky.social,0,1,0.0,5.018581552231545e-31,False
nickforbrains.bsky.social,0,1,0.0,2.5763892088536093e-39,False
which-witch-ru.bsky.social,0,1,0.0,9.962914111315087e-24,False
nathannelson.co.uk,0,1,0.0,1.0110690645135757e-38,False
warrenterra.bsky.social,0,1,0.0,2.1269184530376235e-39,False
nulltwist.bsky.social,0,1,0.0,1.9173147673769393e-20,False
nadiawithaboringj.bsky.social,0,1,0.0,5.095402172886734e-34,False
nsparks.bsky.social,0,1,0.0,1.3672576579622146e-15,False
vibelikethat13.bsky.social,0,1,0.0,5.018581552231545e-31,False
novaksmokabitch.bsky.social,0,1,0.0,5.801307575073053e-61,False
nottracey.bsky.social,0,1,0.0,1.5769466214248394e-27,False
niallmurray.bsky.social,0,1,0.0,2.4554748191579335e-34,False
yasminp14.bsky.social,0,1,0.0,5.801307575073053e-61,False
mrmartino.bsky.social,0,1,0.0,1.3672576579622146e-15,False
n0tf0ll0w.bsky.social,0,1,0.0,5.801307575073053e-61,False
victoriousyankee.bsky.social,0,1,0.0,5.801307575073053e-61,False
womanoftheyear.bsky.social,0,1,0.0,2.892058897055307e-25,False
noorlovelace.bsky.social,0,1,0.0,1.7292749663189233e-25,False
natecook.bsky.social,0,1,0.0,6.17287753013832e-23,False
whoblue.bsky.social,0,1,0.0,5.801307575073053e-61,False
noni.bsky.social,0,1,0.0,4.262243139798382e-27,False
noctesatticae.com,0,1,0.0,5.095402172886734e-34,False
viniciusoficial.bsky.social,0,1,0.0,1.52455785937511e-41,False
wandaapologist.bsky.social,0,1,0.0,3.5671745376748376e-42,False
millie29.bsky.social,0,1,0.0,2.0477626897195896e-16,False
missjaz96.bsky.social,0,1,0.0,5.801307575073053e-61,False
warnkekim.bsky.social,0,1,0.0,2.892058897055307e-25,False
moviepostmortem.bsky.social,0,1,0.0,5.801307575073053e-61,False
yanygal.bsky.social,0,1,0.0,1.3672576579622146e-15,False
nocowards.bsky.social,0,1,0.0,5.801307575073053e-61,False
scarletteharris.bsky.social,0,1,0.0,5.801307575073053e-61,False
userhandletk.bsky.social,0,1,0.0,5.801307575073053e-61,False
sorryforlaughing.bsky.social,0,1,0.0,1.0513376859706771e-38,False
spooks-mcgee.bsky.social,0,1,0.0,4.1626379054257633e-22,False
splodey.bsky.social,0,1,0.0,6.716563250761368e-27,False
rinabina.bsky.social,0,1,0.0,6.9941514612188835e-56,False
ritorres.bsky.social,0,1,0.0,5.801307575073053e-61,False
speccytwat.bsky.social,0,1,0.0,1.5643247770369894e-52,False
rlnotstine.bsky.social,0,1,0.0,4.1626379054257633e-22,False
southlondongay.bsky.social,0,1,0.0,7.396894261832272e-21,False
rmathematicus.bsky.social,0,1,0.0,3.1134399890457233e-38,False
robedwards1.bsky.social,0,1,0.0,6.9941514612188835e-56,False
someothercow.bsky.social,0,1,0.0,1.3672576579622146e-15,False
unplannedrebel.bsky.social,0,1,0.0,6.314865271204515e-23,False
solpadeine.bsky.social,0,1,0.0,2.456131003940207e-40,False
smollestbunny2.bsky.social,0,1,0.0,2.3781163584498935e-42,False
robrecker.bsky.social,0,1,0.0,2.555855650884892e-46,False
rockinchimp.bsky.social,0,1,0.0,5.095402172886734e-34,False
smolcatdad.com,0,2,0.0,1.6964530826972975e-44,False
rodinal.bsky.social,0,1,0.0,4.1626379054257633e-22,False
roguetime.bsky.social,0,1,0.0,1.4349557958237467e-16,False
smokyburnout.bsky.social,0,1,0.0,4.454023494039715e-48,False
rokey.bsky.social,0,1,0.0,1.3672576579622146e-15,False
righttobehorny.bsky.social,0,1,0.0,5.801307575073053e-61,False
rigg3nbachi.bsky.social,0,1,0.0,6.383998231466103e-28,False
rifka.bsky.social,0,1,0.0,5.095402172886734e-34,False
spritedear.bsky.social,0,1,0.0,1.854362128432976e-16,False
stevebrycegames.bsky.social,0,1,0.0,1.3672576579622146e-15,False
realmovieev.bsky.social,0,1,0.0,3.3484317314174135e-46,False
realroffs.bsky.social,0,1,0.0,6.9941514612188835e-56,False
rebeccas09.bsky.social,0,1,0.0,6.9941514612188835e-56,False
rebelalliance77.bsky.social,0,1,0.0,2.4554748191579335e-34,False
rebusly.com,0,4,0.0001044186491707419,2.1641015960711235e-23,False
redfellachris.bsky.social,0,1,0.0,2.557276605705336e-36,False
redfort.bsky.social,0,1,0.0,1.5643247770369894e-52,False
stephaniekoons.bsky.social,0,1,0.0,5.801307575073053e-61,False
refrag.bsky.social,0,1,0.0,6.9941514612188835e-56,False
rembrandtswife.bsky.social,0,1,0.0,6.9941514612188835e-56,False
stefanosalvatore.bsky.social,0,1,0.0,5.801307575073053e-61,False
stateofthecity.bsky.social,0,1,0.0,5.270842922123005e-26,False
starmanjack43.bsky.social,0,1,0.0,5.270842922123005e-26,False
renrut-mas.bsky.social,0,1,0.0,5.39928777606306e-50,False
restrainedbob.bsky.social,0,1,0.0,1.865021090229832e-43,False
rexowo.dev,0,1,0.0,1.2148943248381334e-34,False
richardcoops.bsky.social,0,1,0.0,6.9941514612188835e-56,False
sprocketsdance.bsky.social,0,1,0.0,5.801307575073053e-61,False
smokeandwax.bsky.social,0,1,0.0,5.270842922123005e-26,False
rollingthunder7.bsky.social,0,1,0.0,4.262243139798382e-27,False
rosemary.world,0,1,0.0,6.383998231466103e-28,False
sally312.bsky.social,0,1,0.0,2.892058897055307e-25,False
shesbadass.blacksky.app,0,1,0.0,4.147010227320007e-26,False
sherylcrowbar.bsky.social,0,1,0.0,9.962914111315087e-24,False
samantha42.bsky.social,0,1,0.0,6.155309082072321e-48,False
samanthasearrings.bsky.social,0,2,0.0,6.304071616632282e-26,False
samdolan.bsky.social,0,1,0.0,5.270842922123005e-26,False
sandromergvaz.bsky.social,0,1,0.0,5.801307575073053e-61,False
sfannie53.bsky.social,0,1,0.0,1.3672576579622146e-15,False
ses67.bsky.social,0,1,0.0,2.962478774135881e-37,False
sensasian.bsky.social,0,1,0.0,1.5643247770369894e-52,False
seejaneread.bsky.social,0,1,0.0,2.5746206195281754e-32,False
secretman11.bsky.social,0,1,0.0,2.5079187165138208e-49,False
sarablake.bsky.social,0,1,0.0,6.17287753013832e-23,False
sardonic-j.bsky.social,0,1,0.0,5.801307575073053e-61,False
sebright.bsky.social,0,3,4.143597189315155e-07,1.3255423377526844e-23,False
sarthathepuppy.bsky.social,0,1,0.0,8.482265413486488e-45,False
seasthemoment.bsky.social,0,1,0.0,1.3672576579622146e-15,False
scruffygaydc.bsky.social,0,3,0.0002055224205900317,1.0387561772407946e-23,False
scoundril.bsky.social,0,1,0.0,4.1626379054257633e-22,False
sciencesloth.bsky.social,0,1,0.0,2.0692450312733343e-27,False
shetlandaidan.bsky.social,0,1,0.0,2.3781163584498935e-42,False
shirleystanson.bsky.social,0,1,0.0,6.716563250761368e-27,False
rowanacrump.bsky.social,0,1,0.0,1.865021090229832e-43,False
shoren18.bsky.social,0,1,0.0,5.801307575073053e-61,False
smiler1983.bsky.social,0,1,0.0,1.3950608615051797e-19,False
rscook.bsky.social,0,1,0.0,6.155309082072321e-48,False
rsquared.bsky.social,0,1,0.0,4.1626379054257633e-22,False
sloanelysbeth.bsky.social,0,1,0.0,5.801307575073053e-61,False
ruthescajeda.bsky.social,0,1,0.0,4.1626379054257633e-22,False
ryanjamesdee.bsky.social,0,1,0.0,5.801307575073053e-61,False
skullgraves.eurosky.social,0,1,0.0,2.4561310039402046e-40,False
skeletoninside.bsky.social,0,1,0.0,5.242159996099736e-30,False
siperlywhenwet.bsky.social,0,1,0.0,1.9173147673769393e-20,False
siobhandowling.bsky.social,0,1,0.0,5.801307575073053e-61,False
s-griobhtha.bsky.social,0,1,0.0,6.9941514612188835e-56,False
sinnamonlove.blacksky.app,0,1,0.0,6.9941514612188835e-56,False
sincerelyvmc.bsky.social,0,1,0.0,5.801307575073053e-61,False
simonywaking.bsky.social,0,1,0.0,5.270842922123005e-26,False
simon.insanity.tube,0,1,0.0,2.4554748191579335e-34,False
silverduke.bsky.social,0,1,0.0,2.557276605705336e-36,False
sigill.bsky.social,0,1,0.0,2.0692450312733343e-27,False
shropshireslasher.bsky.social,0,1,0.0,6.314865271204515e-23,False
sadieseduskie.bsky.social,0,1,0.0,2.347001410379259e-41,False
ratstar.bsky.social,0,1,0.0,4.454023494039715e-48,False
steveschulist.bsky.social,0,1,0.0,5.242159996099736e-30,False
steviestevew.bsky.social,0,1,0.0,5.270842922123005e-26,False
tofuhama.bsky.social,0,1,0.0,1.3672576579622146e-15,False
peradoce.bsky.social,0,1,0.0,6.9941514612188835e-56,False
petehs.bsky.social,0,1,0.0,6.716563250761368e-27,False
toad.city,0,1,0.0,5.801307575073053e-61,False
tinamur.bsky.social,0,1,0.0,2.0477626897195896e-16,False
petemarchetto.bsky.social,0,1,0.0,1.089473002180098e-36,False
timwil014.bsky.social,0,1,0.0,4.454023494039715e-48,False
petermcunningham.com,0,1,0.0,3.6067315847561187e-28,False
petestaiano.com,0,1,0.0,6.383998231466103e-28,False
petrichorca.bsky.social,0,1,0.0,2.3781163584498944e-42,False
ticoqrouge.bsky.social,0,1,0.0,3.8928909881798146e-38,False
thrillhousegaming.bsky.social,0,1,0.0,4.262243139798382e-27,False
threnody.northsky.social,0,1,0.0,6.383998231466103e-28,False
thomasig.bsky.social,0,1,0.0,6.938966772903628e-26,False
pibbs.bsky.social,0,1,0.0,5.801307575073053e-61,False
thomasaeons.bsky.social,0,1,0.0,3.5671745376748376e-42,False
thib-ad.bsky.social,0,1,0.0,7.855494865242626e-21,False
pinchefag.bsky.social,0,1,0.0,8.152796504816746e-38,False
thevoidvvitch.bsky.social,0,1,0.0,9.962914111315087e-24,False
therpgenius.bsky.social,0,1,0.0,4.262243139798382e-27,False
pennylyaine.bsky.social,0,1,0.0,1.2371070569753257e-31,False
penacolada2293.bsky.social,0,1,0.0,2.555855650884892e-46,False
theroundedman.bsky.social,0,1,0.0,2.285336186773855e-33,False
peibolsag.bsky.social,0,1,0.0,4.454023494039715e-48,False
unimonsterfanboy.bsky.social,0,1,0.0,1.2371070569753257e-31,False
uneasywriter.bsky.social,0,1,0.0,5.413761880243867e-16,False
uncle6.org,0,1,0.0,4.454023494039715e-48,False
tylersapp.bsky.social,0,1,0.0,3.5671745376748376e-42,False
palindromese.bsky.social,0,1,0.0,1.2371070569753257e-31,False
panda359.bsky.social,0,1,0.0,3.1134399890457233e-38,False
tydyethefly.blacksky.app,0,1,0.0,4.1265208226824783e-16,False
turgidjacobian.bsky.social,0,1,0.0,6.292077999565657e-29,False
papaprandabear.bsky.social,0,1,0.0,8.277142693921886e-23,False
patodeborracha.bsky.social,0,1,0.0,5.801307575073053e-61,False
tropkickthunder.bsky.social,0,1,0.0,1.1601803275470671e-18,False
travisfazekas.bsky.social,0,1,0.0,5.801307575073053e-61,False
travelswithbrindle.bsky.social,0,1,0.0,1.0513376859706771e-38,False
tootru.bsky.social,0,1,0.0,2.1269184530376235e-39,False
paulrobertsnhs.bsky.social,0,1,0.0,5.270842922123005e-26,False
tone7x20.bsky.social,0,1,0.0,1.5643247770369894e-52,False
pdog11234.bsky.social,0,1,0.0,2.5558556508848915e-46,False
tombtegtmeyer.bsky.social,0,2,0.0,8.90804698807943e-48,False
pedradaloucura.bsky.social,0,1,0.0,3.0569803018094723e-32,False
pintassilgoabatido.bsky.social,0,1,0.0,5.801307575073053e-61,False
platinumretriever.eurosky.social,0,1,0.0,1.5769466214248394e-27,False
storyaddict.bsky.social,0,1,0.0,5.801307575073053e-61,False
qgcampbell.bsky.social,0,1,0.0,5.270842922123005e-26,False
theagelessbro.bsky.social,0,1,0.0,1.7292749663189233e-25,False
the-ill.bsky.social,0,1,0.0,2.1269184530376235e-39,False
thatmanglenn.bsky.social,0,1,0.0,5.242159996099736e-30,False
texasgypsi.bsky.social,0,1,0.0,1.3672576579622146e-15,False
teflondub.bsky.social,0,1,0.0,1.2261501466334546e-29,False
tania-w.bsky.social,0,1,0.0,3.1134399890457233e-38,False
questbear.bsky.social,0,1,0.0,6.716563250761368e-27,False
tacos-in-denver.bsky.social,0,1,0.0,5.801307575073053e-61,False
t-hebaron.bsky.social,0,1,0.0,6.9941514612188835e-56,False
susabelle84.bsky.social,0,1,0.0,5.242159996099736e-30,False
quiltbunny.bsky.social,0,1,0.0,1.3672576579622146e-15,False
supermanumolina.bsky.social,0,1,0.0,5.801307575073053e-61,False
quinnassociate.com,0,1,0.0,2.2486332708122515e-32,False
quinoag.bsky.social,0,1,0.0,8.470293964826231e-36,False
raconteuse.bsky.social,0,1,0.0,2.1269184530376235e-39,False
sulkirk.bsky.social,0,1,0.0,5.801307575073053e-61,False
stuartitter.bsky.social,0,1,0.0,6.155309082072321e-48,False
rangerdonald.bsky.social,0,1,0.0,1.5643247770369894e-52,False
strangernalps.bsky.social,0,1,0.0,2.5558556508848915e-46,False
queenief9.bsky.social,0,1,0.0,2.557276605705336e-36,False
thecalebrogers.bsky.social,0,1,0.0,1.3672576579622146e-15,False
pocai.bsky.social,0,1,0.0,2.347001410379259e-41,False
thecreweofthefancy.bsky.social,0,1,0.0,1.3672576579622146e-15,False
themilesturner.bsky.social,0,1,0.0,5.270842922123005e-26,False
poeted.blacksky.app,0,1,0.0,2.5079187165138208e-49,False
pokhrajroy.bsky.social,0,1,0.0,2.4554748191579335e-34,False
poordanrichard.com,0,1,0.0,4.262243139798382e-27,False
thejaimewoo.bsky.social,0,1,0.0,4.1311963552965417e-29,False
portablefear.bsky.social,0,1,0.0,2.827345335029103e-26,False
potatofarmer2000.bsky.social,0,1,0.0,6.9941514612188835e-56,False
pppgrifter.bsky.social,0,1,0.0,2.7580073260508726e-28,False
thegirlpie.bsky.social,0,1,0.0,5.801307575073053e-61,False
thefoodandwinediva.bsky.social,0,1,0.0,1.3672576579622146e-15,False
pressingstories.bsky.social,0,1,0.0,3.3484317314174135e-46,False
thefatfryer.bsky.social,0,1,0.0,2.456131003940207e-40,False
preston.camera,0,1,0.0,1.3672576579622146e-15,False
thedivinekid.blacksky.app,0,1,0.0,5.801307575073053e-61,False
profjpc.bsky.social,0,1,0.0,4.1626379054257633e-22,False
profmikesell.bsky.social,0,2,0.0,1.4793788523664545e-20,False
profsecchi.bsky.social,0,1,0.0,6.9941514612188835e-56,False
promptslinger.bsky.social,0,1,0.0,2.5746206195281754e-32,False
pseudonymice.bsky.social,0,1,0.0,5.270842922123005e-26,False
08mms.bsky.social,0,1,0.0,5.801307575073053e-61,False
heathermuse.bsky.social,0,1,0.0,1.7292749663189233e-25,False
michaeldrummey.bsky.social,0,1,0.0,6.314865271204515e-23,False
celestemarx.bsky.social,0,1,0.0,5.242159996099736e-30,False
comeonyou.bsky.social,0,1,0.0,5.801307575073053e-61,False
commanda4.bsky.social,0,1,0.0,1.3672576579622146e-15,False
constancewhewchile.bsky.social,0,1,0.0,2.5763892088536093e-39,False
cortomaltese77.bsky.social,0,1,0.0,5.801307575073053e-61,False
cozygayboy.bsky.social,0,1,0.0,8.152796504816746e-38,False
crabme.at,0,2,0.0,1.0484319992199472e-29,False
crizvila.bsky.social,0,1,0.0,5.801307575073053e-61,False
csmith03.bsky.social,0,1,0.0,2.450157687168182e-21,False
cthompson36.bsky.social,0,1,0.0,1.0484424407936147e-23,False
currentlyquang.xyz,0,1,0.0,5.801307575073053e-61,False
cursedfrogurt.bsky.social,0,1,0.0,5.801307575073053e-61,False
dadvids.bsky.social,0,1,0.0,8.482265413486488e-45,False
dan-liu.net,0,1,0.0,1.0110690645135757e-38,False
daninfragments.bsky.social,0,1,0.0,3.5671745376748376e-42,False
daphne36.bsky.social,0,1,0.0,6.9941514612188835e-56,False
dariofelipe.bsky.social,0,1,0.0,5.801307575073053e-61,False
darksiderjd.bsky.social,0,1,0.0,5.801307575073053e-61,False
darthming.bsky.social,0,1,0.0,1.3950608615051797e-19,False
darwinwoodka.bsky.social,0,1,0.0,2.347001410379259e-41,False
davbatz.bsky.social,0,1,0.0,1.5643247770369894e-52,False
dave-mueller.bsky.social,0,1,0.0,5.801307575073053e-61,False
dave9bikes.bsky.social,0,1,0.0,5.270842922123005e-26,False
daveinlondon.bsky.social,0,1,0.0,5.270842922123005e-26,False
colindickey.com,0,1,0.0,6.9941514612188835e-56,False
coko.bsky.social,0,1,0.0,6.9941514612188835e-56,False
coachchron.com,0,1,0.0,5.801307575073053e-61,False
chrisair.itch.io,0,1,0.0,5.801307575073053e-61,False
cgrangertalley.bsky.social,0,1,0.0,1.9173147673769393e-20,False
chanellee.bsky.social,0,1,0.0,1.7292749663189233e-25,False
changpowless.bsky.social,0,1,0.0,4.1626379054257633e-22,False
charcharjo6.bsky.social,0,1,0.0,1.3672576579622146e-15,False
charleshock98.bsky.social,0,1,0.0,3.715601268789759e-35,False
charlie987.bsky.social,0,1,0.0,1.5643247770369894e-52,False
cheers464646.bsky.social,0,1,0.0,1.3672576579622146e-15,False
chi85guy.bsky.social,0,1,0.0,4.290462031027587e-21,False
chinajoeflynn.bsky.social,0,1,0.0,5.801307575073053e-61,False
chris-in-seattle.bsky.social,0,1,0.0,2.555855650884892e-46,False
chrisdafer.bsky.social,0,1,0.0,1.2371070569753257e-31,False
clio2.bsky.social,0,1,0.0,1.4349557958237467e-16,False
chrislongview.bsky.social,0,1,0.0,6.716563250761368e-27,False
christinesayshi.bsky.social,0,1,0.0,1.2371070569753257e-31,False
christrekkin.bsky.social,0,1,0.0,6.716563250761368e-27,False
chubbycub1991.bsky.social,0,1,0.0,5.801307575073053e-61,False
cigar-boss.bsky.social,0,1,0.0,1.5643247770369894e-52,False
cinemacemanosdeluz.bsky.social,0,14,0.00014253974331244131,7.716450716244993e-30,False
cjterry.bsky.social,0,1,0.0,6.938966772903628e-26,False
clark84.eurosky.social,0,1,0.0,5.270842922123005e-26,False
